City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,port saint john's,-31.6229,29.5448,68.65,92,100,10.02,ZA,1697041697
282,christchurch,-43.5333,172.6333,41.92,79,22,0.0,NZ,1697041605
283,bay minette,30.883,-87.773,68.2,60,100,6.46,US,1697041478
284,maceio,-9.6658,-35.7353,85.44,58,75,11.5,BR,1697041660
285,kruisfontein,-34.0033,24.7314,63.88,82,100,6.71,ZA,1697041699
286,enewetak,11.3474,162.3373,83.46,78,36,13.33,MH,1697041699
287,rawson,-43.3002,-65.1023,55.11,30,0,5.17,AR,1697041700
288,valasske klobouky,49.1406,18.0076,64.56,80,88,4.72,CZ,1697041700
289,valparaiso,-33.0393,-71.6273,62.01,61,0,10.36,CL,1697041500
290,praia,14.9215,-23.5087,86.54,66,75,6.91,CV,1697041702
291,geraldton,-28.7667,114.6,57.61,67,0,16.11,AU,1697041702
292,sterling,39.0062,-77.4286,69.85,39,20,8.05,US,1697041693
293,minas de marcona,-15.2119,-75.1103,67.03,58,55,15.73,PE,1697041703
294,miri,4.4148,114.0089,78.94,89,40,4.61,MY,1697041703
295,kuala belait,4.5833,114.1833,78.96,86,100,2.46,BN,1697041704
296,tura,25.5198,90.2201,72.45,88,0,3.09,IN,1697041704
297,port alberni,49.2413,-124.8028,54.93,88,100,8.01,CA,1697041705
298,rundu,-17.9333,19.7667,90.9,22,100,14.63,NA,1697041705
299,chernyshkovskiy,48.4219,42.2308,41.81,49,32,7.34,RU,1697041706
300,tayshet,55.9342,98.0044,50.45,68,16,4.99,RU,1697041706
301,lazaro cardenas,17.9583,-102.2,76.96,93,99,9.64,MX,1697041619
302,acworth,34.0659,-84.6769,70.02,78,0,0.0,US,1697040964
303,la passe,45.5549,-0.8967,84.43,40,23,5.53,FR,1697041708
304,labrador city,52.9463,-66.9114,48.11,93,100,0.0,CA,1697041708
305,buka,40.8108,69.1986,71.49,20,39,4.65,UZ,1697041709
306,paphos,34.7667,32.4167,76.78,69,20,4.61,CY,1697041709
307,bereket,39.2446,55.5154,65.05,57,69,2.39,TM,1697041710
308,fuyang,32.9,115.8167,63.63,65,98,5.59,CN,1697041710
309,dali,25.7,100.1833,59.14,94,100,3.47,CN,1697041711
310,nar'yan-mar,67.6713,53.087,34.11,76,22,8.99,RU,1697041711
311,beloyarskiy,63.7119,66.6722,37.0,84,100,13.0,RU,1697041712
312,fort st. john,56.2499,-120.8529,46.29,81,75,5.75,CA,1697041712
313,alofi,-19.0595,-169.9187,69.69,88,100,1.14,NU,1697041713
314,kyotera,-0.6156,31.5175,68.45,83,77,7.94,UG,1697041713
315,amarwara,22.3,79.1667,71.42,55,0,4.12,IN,1697041713
316,berezovyy,51.6667,135.7,42.8,76,72,6.98,RU,1697041714
317,grand falls-windsor,48.9332,-55.6649,60.51,81,100,4.99,CA,1697041522
318,mineiros,-17.5694,-52.5511,93.56,35,39,7.94,BR,1697041715
319,iranshahr,27.2025,60.6848,97.14,13,0,6.91,IR,1697041715
320,yemel'yanovo,56.1681,92.6767,57.49,54,0,7.0,RU,1697041716
321,vila franca do campo,37.7167,-25.4333,67.87,99,100,9.1,PT,1697041716
322,queenstown,-31.8976,26.8753,73.0,38,85,8.52,ZA,1697041717
323,maun,-19.9833,23.4167,96.24,11,76,6.44,BW,1697041567
324,'ain benian,36.8028,2.9219,80.65,66,2,6.78,DZ,1697041717
325,sechura,-5.5569,-80.8222,78.08,60,39,10.47,PE,1697041718
326,zeya,53.75,127.2667,44.49,77,79,2.93,RU,1697041718
327,crane,31.3974,-102.3501,74.68,54,0,12.62,US,1697041464
328,nagqu,31.5,92.0,31.48,52,96,5.26,CN,1697041719
329,ubari,26.5921,12.7805,82.11,21,2,8.95,LY,1697041720
330,khandud,36.9513,72.318,47.46,37,0,0.69,AF,1697041720
331,jamestown,42.097,-79.2353,54.52,93,100,6.91,US,1697041594
332,mahajanga,-15.7167,46.3167,80.62,83,0,12.66,MG,1697041721
333,bei'an,24.5399,109.533,67.28,74,100,5.75,CN,1697041721
334,malabar,-33.9667,151.25,64.13,85,1,3.44,AU,1697041722
335,pedernales,18.0384,-71.744,87.69,63,3,4.52,DO,1697041723
336,likisa,-8.6695,125.6875,63.45,59,100,4.72,TL,1697041723
337,vokhtoga,58.8147,41.0461,39.52,67,100,15.48,RU,1697041724
338,portland,45.5234,-122.6762,55.81,94,100,12.66,US,1697041529
339,ocean shores,46.9737,-124.1563,58.95,95,100,5.75,US,1697041561
340,nueva gerona,21.8833,-82.8,89.69,66,50,21.12,CU,1697041725
341,selebi-phikwe,-21.979,27.8498,86.5,25,8,11.48,BW,1697041726
342,khandyga,62.6667,135.6,27.48,98,100,5.19,RU,1697041726
343,tyup,42.7276,78.3648,52.95,47,1,4.38,KG,1697041727
344,tyumen,57.1522,65.5272,44.1,68,40,8.99,RU,1697041727
345,narvik,68.4384,17.4272,36.81,94,100,7.52,NO,1697041728
346,twon-brass,4.3151,6.2418,80.56,79,77,10.78,NG,1697041728
347,kingsland,30.8,-81.6898,76.98,84,100,2.08,US,1697041729
348,laojunmiao,39.8333,97.7333,49.55,43,100,1.68,CN,1697041729
349,ceerigaabo,10.6162,47.368,70.25,58,74,4.32,SO,1697041729
350,aleksandrovsk-sakhalinskiy,50.8975,142.1561,42.64,83,12,8.01,RU,1697041730
351,alice springs,-23.7,133.8833,60.35,27,2,0.0,AU,1697041730
352,ayr,55.4627,-4.6339,53.58,58,20,19.57,GB,1697041479
353,ciudad sabinas hidalgo,26.5,-100.1667,72.81,81,99,3.76,MX,1697041731
354,dudinka,69.4058,86.1778,34.68,93,100,15.01,RU,1697041732
355,alaghsas,17.0187,8.0168,96.69,11,0,16.11,NE,1697041732
356,margate,51.3813,1.3862,63.9,82,100,5.99,GB,1697041733
357,arar,30.9753,41.0381,91.42,16,75,10.36,SA,1697041733
358,sittwe,20.15,92.9,78.84,87,93,5.97,MM,1697041734
359,sierra grande,-41.606,-65.3557,56.48,20,0,8.86,AR,1697041734
360,nova vicosa,-17.8919,-39.3719,81.43,61,73,12.01,BR,1697041687
361,chojnice,53.6955,17.557,64.58,62,100,14.63,PL,1697041735
362,sao raimundo nonato,-9.0153,-42.6994,97.2,21,5,9.37,BR,1697041735
363,acarau,-2.8856,-40.12,88.7,55,67,19.69,BR,1697041736
364,anapa,44.8908,37.3239,50.99,75,0,6.71,RU,1697041562
365,zhangye,38.9342,100.4517,52.48,54,100,9.26,CN,1697041737
366,sungailiat,-1.85,106.1333,81.41,75,23,8.01,ID,1697041737
367,dawei,14.0833,98.2,76.62,95,99,1.36,MM,1697041738
368,kourou,5.1552,-52.6478,89.65,52,1,10.38,GF,1697041738
369,sigli,5.3848,95.9609,80.24,81,100,2.75,ID,1697041739
370,aasiaat,68.7098,-52.8699,27.95,90,98,5.95,GL,1697041739
371,chulakkurgan,43.765,69.1814,59.2,36,44,3.91,KZ,1697041740
372,waitara,-38.925,174.25,51.49,67,79,22.15,NZ,1697041741
373,holualoa,19.6228,-155.9522,71.87,78,20,5.99,US,1697041741
374,san patricio,28.017,-97.5169,73.24,92,100,6.51,US,1697041742
375,thenia,36.7254,3.5567,79.09,53,4,5.44,DZ,1697041743
376,st. john's,47.5649,-52.7093,60.67,95,100,12.66,CA,1697041655
377,quezon,7.7303,125.0989,72.63,95,100,0.92,PH,1697041744
378,carnarvon,-24.8667,113.6333,70.12,68,55,25.77,AU,1697041744
379,berezovo,63.9381,65.0419,36.97,96,100,15.01,RU,1697041745
380,santa ana,33.7456,-117.8678,69.89,85,75,4.61,US,1697041677
381,lompoc,34.6391,-120.4579,70.79,68,20,20.0,US,1697041746
382,vallenar,-28.5708,-70.7581,80.33,22,0,7.45,CL,1697041746
383,banjar,-8.19,114.9675,75.7,86,49,4.97,ID,1697041747
384,tromso,69.6496,18.957,35.62,80,75,2.3,NO,1697041747
385,ma'rib,15.4591,45.3253,81.36,17,0,5.32,YE,1697041748
386,illela,13.7292,5.2975,100.78,13,12,9.44,NG,1697041749
387,mili,6.0815,171.735,82.94,78,84,6.2,MH,1697041749
388,saldanha,-33.0117,17.9442,68.05,75,30,6.55,ZA,1697041750
389,tvoroyri,61.5556,-6.8111,45.39,78,44,40.76,FO,1697041750
390,norilsk,69.3535,88.2027,33.42,97,100,4.43,RU,1697041750
391,noumea,-22.2763,166.4572,64.38,82,100,10.4,NC,1697041751
392,sao vicente,-23.9631,-46.3919,96.98,43,0,3.44,BR,1697041751
393,polyarnyy,69.1989,33.4478,30.06,75,85,11.34,RU,1697041752
394,brookings,44.3114,-96.7984,58.05,48,0,12.66,US,1697041752
395,vadso,70.0744,29.7487,27.48,93,20,9.22,NO,1697041753
396,katsuura,35.1333,140.3,67.12,64,57,11.03,JP,1697041753
397,nongpoh,25.9,91.8833,74.77,97,0,3.33,IN,1697041754
398,touros,-5.1989,-35.4608,85.98,51,70,17.02,BR,1697041754
399,kosterevo,55.9299,39.6144,38.5,61,100,12.82,RU,1697041755
400,murghob,38.1702,73.9667,41.77,33,14,2.1,TJ,1697041755
401,chivilcoy,-34.8957,-60.0167,59.13,32,93,13.67,AR,1697041639
402,sarangani,5.4033,125.4636,82.54,76,100,10.74,PH,1697041756
403,toamasina,-18.1667,49.3833,75.2,83,20,4.61,MG,1697041757
404,papao,-17.75,-149.55,74.88,83,7,16.06,PF,1697041757
405,petawawa,45.9001,-77.3328,54.79,74,75,5.75,CA,1697041758
406,weno,7.4515,151.8468,84.24,76,94,9.06,FM,1697041758
407,port victoria,0.0939,33.9756,69.57,83,66,5.5,KE,1697041759
408,hasaki,35.7333,140.8333,59.4,53,13,12.39,JP,1697041759
409,piacabucu,-10.4056,-36.4344,83.28,58,12,11.45,BR,1697041760
410,galliano,29.4422,-90.2992,71.6,88,100,8.05,US,1697041760
411,lamu,-2.2717,40.902,77.97,85,89,12.66,KE,1697041761
412,ballina,-28.8667,153.5667,58.78,84,4,6.15,AU,1697041761
413,kunshan,31.3776,120.9543,64.29,76,4,5.53,CN,1697041761
414,carbondale,37.7273,-89.2168,67.05,57,0,11.5,US,1697041742
415,oneonta,42.4529,-75.0638,59.29,73,98,10.07,US,1697041762
416,tazacorte,28.629,-17.9293,81.57,61,0,4.61,ES,1697041763
417,nacozari de garcia,30.3742,-109.6908,75.18,32,0,7.09,MX,1697041763
418,messaad,34.1543,3.5031,77.14,25,0,11.14,DZ,1697041764
419,namibe,-15.1961,12.1522,69.93,81,88,11.72,AO,1697041765
420,howrah,22.5892,88.3103,87.8,74,20,3.44,IN,1697041765
421,farshut,26.0549,32.1633,84.15,27,0,11.97,EG,1697041766
422,idri,27.5,13.2667,82.96,22,1,7.18,LY,1697041766
423,varzea da palma,-17.5981,-44.7308,94.53,32,23,7.85,BR,1697041749
424,cajabamba,-7.6167,-78.05,68.74,42,94,6.2,PE,1697041767
425,tsiombe,-25.3,45.4833,69.82,77,95,12.93,MG,1697041767
426,beli,7.8587,10.9719,88.38,68,77,1.1,NG,1697041768
427,shakhan,49.8233,72.6342,48.15,42,85,5.46,KZ,1697041768
428,ghat,24.9647,10.1728,86.68,18,11,10.56,LY,1697041769
429,gannan,47.9147,123.5031,53.89,54,0,5.68,CN,1697041769
430,san luis de la loma,17.2706,-100.8939,79.45,86,96,3.76,MX,1697041770
431,port shepstone,-30.7414,30.455,70.92,88,95,8.25,ZA,1697041606
432,san luis,-33.295,-66.3356,60.51,29,12,21.3,AR,1697041771
433,krylovskaya,46.3194,39.9711,46.11,38,0,4.43,RU,1697041771
434,marinette,45.1,-87.6307,52.29,66,100,3.44,US,1697041772
435,trairi,-3.2778,-39.2689,87.73,52,36,17.09,BR,1697041525
436,kerema,-7.9631,145.7785,76.89,92,95,4.25,PG,1697041772
437,mazsalaca,57.8633,25.0547,56.77,89,100,19.86,LV,1697041773
438,rengasdengklok,-6.1592,107.2981,82.53,76,37,2.59,ID,1697041773
439,lensk,60.7253,114.9278,54.72,66,100,11.01,RU,1697041774
440,kazanskoye,55.6448,69.235,45.12,63,100,12.77,RU,1697041774
441,bourbon-lancy,46.6221,3.7695,82.09,33,2,4.07,FR,1697041775
442,oshnaviyeh,37.0397,45.0983,62.78,57,79,5.1,IR,1697041775
443,villa tecolutilla,18.2833,-93.3167,86.65,69,100,4.83,MX,1697041776
444,gaigeturi,33.4644,126.3183,66.25,59,0,8.05,KR,1697041776
445,mukalla,14.5425,49.1242,82.81,78,9,6.06,YE,1697041485
446,sumbe,-11.2061,13.8437,77.23,79,85,7.43,AO,1697041777
447,baiyin,36.5583,104.2081,48.24,81,100,12.84,CN,1697041778
448,kollam,8.8833,76.6,78.93,84,97,3.89,IN,1697041778
449,gubkinskiy,64.434,76.5026,37.06,80,100,6.04,RU,1697041778
450,prado,-17.3411,-39.2208,81.21,62,75,10.83,BR,1697041779
451,camberwell,-37.842,145.0694,73.9,38,95,4.0,AU,1697041779
452,benjamin constant,-4.3831,-70.0311,89.73,74,20,4.61,BR,1697041780
453,mangrol,21.1167,70.1167,80.73,74,0,10.29,IN,1697041780
454,podgornoye,51.735,39.1496,42.66,69,0,4.47,RU,1697041781
455,ishigaki,24.3448,124.1572,77.13,73,20,9.22,JP,1697041781
456,itai,-23.4178,-49.0906,91.53,29,29,5.82,BR,1697041782
457,opuwo,-18.0607,13.84,87.26,20,85,8.48,NA,1697041782
458,bodaybo,57.8506,114.1933,46.18,78,100,5.01,RU,1697041782
459,parnu,58.3859,24.4971,55.49,100,100,23.02,EE,1697041783
460,turkmenbasy,40.0222,52.9552,59.77,58,0,13.8,TM,1697041784
461,lhokseumawe,5.1801,97.1507,80.02,83,96,5.08,ID,1697041784
462,el fasher,13.6279,25.3494,94.41,14,42,10.4,SD,1697041785
463,gulu,2.7746,32.299,66.92,95,100,5.93,UG,1697041785
464,blackwater,-23.5833,148.8833,61.7,100,1,7.09,AU,1697041786
465,tandil,-37.3217,-59.1332,51.69,33,43,19.35,AR,1697041786
466,harper,4.375,-7.7169,79.09,85,100,8.52,LR,1697041787
467,coron,11.9986,120.2043,76.12,92,100,2.46,PH,1697041788
468,illizi,26.4833,8.4667,91.2,16,7,15.43,DZ,1697041788
469,pokachi,61.7198,75.3683,38.93,83,100,6.26,RU,1697041788
470,san jose de las lajas,22.9614,-82.1511,77.92,65,98,19.04,CU,1697041789
471,arvayheer,46.2639,102.775,41.31,55,8,5.28,MN,1697041790
472,changuinola,9.4333,-82.5167,81.95,76,100,3.0,PA,1697041790
473,santana,-0.0583,-51.1817,93.38,49,20,16.11,BR,1697041791
474,zhob,31.3411,69.4481,70.75,13,11,4.76,PK,1697041791
475,ancud,-41.8697,-73.8203,51.71,52,11,4.83,CL,1697041793
476,ardakan,32.31,54.0175,83.19,17,1,16.98,IR,1697041793
477,burang,30.25,81.1667,40.87,73,11,1.23,CN,1697041794
478,kidal,18.4411,1.4078,99.7,9,52,10.6,ML,1697041795
479,cole harbour,44.6724,-63.4751,60.98,86,100,13.8,CA,1697041795
480,phan rang-thap cham,11.5667,108.9833,78.01,92,95,3.85,VN,1697041797
481,fort bragg,35.139,-79.006,74.64,54,98,3.0,US,1697041798
482,pont rouge,48.8833,-72.0825,51.91,67,100,6.87,CA,1697041799
483,melfi,40.9965,15.6514,75.49,41,0,6.58,IT,1697041799
484,pisco,-13.7,-76.2167,70.02,73,0,10.36,PE,1697041800
485,porbandar,21.6422,69.6093,81.63,69,0,9.98,IN,1697041800
486,tindouf,27.6711,-8.1474,91.85,13,0,17.27,DZ,1697041801
487,fale old settlement,-9.3852,-171.2468,82.29,77,65,11.95,TK,1697041801
488,perryton,36.4,-100.8027,75.2,42,0,14.97,US,1697041683
489,oodweyne,9.4092,45.064,80.58,49,30,6.69,SO,1697041803
490,north elba,44.2434,-73.9543,49.17,78,100,3.0,US,1697041803
491,madalena,41.2162,-8.3345,83.75,48,95,4.88,PT,1697041804
492,fismes,49.3077,3.6861,73.63,47,87,7.07,FR,1697041804
493,strathmore,51.0501,-113.3852,49.41,96,100,9.22,CA,1697041800
494,turbat,26.0023,63.044,85.86,60,0,3.62,PK,1697041805
495,al jawf,29.5,38.75,79.72,35,73,13.29,SA,1697041806
496,sainte-rose,16.3324,-61.6979,87.84,70,75,4.61,GP,1697041806
497,ikovka,55.6089,64.9375,42.21,84,99,8.37,RU,1697041807
498,nyala,12.05,24.8833,89.37,20,96,7.11,SD,1697041809
499,cabo san lucas,22.8909,-109.9124,86.76,68,0,14.97,MX,1697041643
500,richards bay,-28.783,32.0377,74.03,83,75,2.64,ZA,1697041810
501,leninskoye,41.7589,69.3864,69.57,21,1,4.72,KZ,1697041810
502,peace river,56.2501,-117.286,50.31,100,40,8.05,CA,1697041811
503,melong,5.1218,9.9614,70.81,93,43,1.41,CM,1697041811
504,vernon,50.2581,-119.2691,53.29,78,31,5.01,CA,1697041812
505,voula,37.8422,23.7765,71.74,49,20,16.11,GR,1697041812
506,khon kaen,16.5,102.0833,74.55,90,55,1.28,TH,1697041813
507,pak phanang,8.3511,100.202,80.69,81,85,0.85,TH,1697041814
508,bandeirantes,-23.11,-50.3675,94.44,29,48,3.47,BR,1697041648
509,kampene,-3.6,26.6667,70.3,93,100,2.17,CD,1697041815
510,al hazm,16.1641,44.7769,81.21,15,0,6.22,YE,1697041815
511,ingeniero guillermo n. juarez,-23.9,-61.85,103.98,25,54,3.06,AR,1697041816
512,akrehamn,59.2667,5.1833,53.42,76,75,46.04,NO,1697041816
513,male,4.1748,73.5089,84.15,79,75,6.91,MV,1697041702
514,chinde,26.8418,88.0763,60.28,88,4,4.7,NP,1697041817
515,rabaul,-4.1967,152.1721,80.4,81,84,2.68,PG,1697041818
516,colonia,50.9333,6.95,74.88,47,0,6.91,DE,1697041649
517,tapes,-30.6733,-51.3958,74.14,84,100,7.72,BR,1697041670
518,yardimli,38.9206,48.2372,49.46,94,74,7.52,AZ,1697041820
519,fort-shevchenko,44.5086,50.263,53.56,57,97,15.52,KZ,1697041821
520,moundou,8.5667,16.0833,78.62,84,59,3.09,TD,1697041821
521,lethbridge,49.7,-112.8186,52.77,82,75,10.36,CA,1697041725
522,cannonvale,-20.2833,148.7,70.99,71,48,15.77,AU,1697041823
523,tralee,52.2704,-9.7026,52.05,93,75,5.75,IE,1697041539
524,priozersk,61.0393,30.1291,56.1,93,100,20.76,RU,1697041825
525,baud,20.8333,84.3167,77.18,81,0,1.63,IN,1697041826
526,turpan,42.9333,89.1667,71.58,18,49,1.72,CN,1697041827
527,lagoa,39.05,-27.9833,68.65,77,1,12.91,PT,1697041827
528,sligo,54.2697,-8.4694,52.61,62,40,11.5,IE,1697041828
529,mata-utu,-13.2816,-176.1745,81.1,82,55,21.16,WF,1697041831
530,tomatlan,19.9333,-105.25,86.16,65,14,2.06,MX,1697041832
531,watari,38.035,140.8511,51.78,73,10,3.96,JP,1697041832
532,baldone,56.7428,24.3944,56.95,85,100,15.99,LV,1697041833
533,miquelon,47.0975,-56.3814,60.8,83,100,11.63,PM,1697041833
534,laguna,38.421,-121.4238,62.69,85,0,4.61,US,1697041834
535,atbasar,51.8,68.3333,45.36,57,99,6.69,KZ,1697041835
536,meadow lake,34.8014,-106.5436,71.96,42,0,12.53,US,1697041835
537,minooka,41.4553,-88.2617,64.09,51,0,4.61,US,1697041764
538,shemysheyka,52.892,45.3928,36.03,76,90,6.22,RU,1697041836
539,winthrop harbor,42.4789,-87.8237,63.19,47,0,8.05,US,1697041837
540,ambon,-3.6954,128.1814,82.87,95,40,1.14,ID,1697041713
541,puerto madryn,-42.7692,-65.0385,55.63,29,0,5.03,AR,1697041776
542,agat village,13.3886,144.6585,82.36,92,40,5.01,GU,1697041839
543,ostersund,63.1792,14.6357,39.65,100,0,11.5,SE,1697041839
544,kyzyl-suu,42.3414,78.0056,53.04,43,0,5.88,KG,1697041840
545,barra de santo antonio,-9.4047,-35.5072,85.28,61,4,9.35,BR,1697041841
546,naze,28.3667,129.4833,74.32,68,71,15.43,JP,1697041841
547,micoud,13.8167,-60.9,87.73,75,20,11.5,LC,1697041842
548,heunghae,36.1125,129.3522,58.32,69,18,3.76,KR,1697041842
549,pointe-du-lac,46.2869,-72.6845,52.79,94,100,6.91,CA,1697041843
550,westfield,42.1251,-72.7495,68.63,70,75,10.36,US,1697041843
551,visaginas,55.6,26.4167,53.46,85,100,16.91,LT,1697041844
552,namtsy,62.7161,129.6658,50.04,81,100,19.8,RU,1697041844
553,labytnangi,66.6572,66.4183,33.98,78,100,4.29,RU,1697041845
554,galveston,29.3669,-94.9669,69.06,90,100,20.02,US,1697041845
555,lundazi,-12.2929,33.1782,76.32,30,49,9.95,ZM,1697041846
556,as sulayyil,20.4607,45.5779,91.65,17,0,7.52,SA,1697041846
557,constitucion,-35.3333,-72.4167,58.84,55,0,14.36,CL,1697041847
558,kedainiai,55.2883,23.9747,57.67,75,100,16.24,LT,1697041778
559,whitburn,54.9533,-1.3686,53.15,73,100,13.0,GB,1697041848
560,vilhena,-12.7406,-60.1458,89.82,51,20,6.91,BR,1697041848
561,wukari,7.85,9.7833,82.13,78,55,6.22,NG,1697041849
562,woolgoolga,-30.1106,153.2007,62.47,91,7,6.29,AU,1697041849
563,nishinoomote,30.7333,131.0,73.04,64,14,18.12,JP,1697041850
564,necochea,-38.5473,-58.7368,50.09,49,39,19.66,AR,1697041850
